#{"t_start": 1763845434.2315786, "env_id": "None"}
r,l,t
-0.595,30,181.363508
4.605,20,181.427673
-5.56,28,183.89267
-6.275,64,184.101625
-5.165,9,184.131233
-5.59,30,184.231536
-6.415,71,184.471467
-6.11,56,184.658625
3.915,55,184.841352
-5.54,27,184.936075
-5.525,27,185.040321
-5.47,24,185.27249
-6.225,62,185.514352
4.27,37,185.636738
-5.945,48,185.796356
-5.54,27,185.880737
-5.275,14,185.931671
4.495,26,186.015201
4.85,8,186.04075
-5.455,23,186.114645
4.535,24,186.194645
-5.365,19,186.256488
3.795,61,186.465218
-5.53,27,186.555796
-5.355,18,186.611555
-5.985,50,186.778276
-6.3,65,186.981708
-5.315,16,187.032682
4.25,38,187.154646
-6.315,66,187.363656
-5.685,35,187.475059
-5.385,20,187.541578
4.585,21,187.619232
4.185,41,187.764608
-6.235,62,187.959215
-6.115,56,188.135894
4.45,28,188.224863
-5.27,14,188.270209
3.735,64,188.475203
4.545,23,188.552141
4.405,30,188.652461
4.585,21,188.722717
-6.265,64,188.938362
3.875,57,189.118663
-6.37,69,189.348185
4.495,26,189.431875
3.71,65,189.644572
-5.24,12,189.684506
-6.585,80,189.957919
4.46,27,190.047533
-5.485,25,190.125969
-5.215,11,190.164184
-5.135,7,190.189025
-5.175,9,190.219196
-5.435,22,190.290145
4.165,42,190.424398
-5.465,24,190.499438
4.615,20,190.573743
-5.885,45,190.720343
-5.525,27,193.149586
4.31,35,193.269202
-5.72,36,193.389316
-5.445,23,193.469608
-5.615,31,193.571737
-6.64,82,193.840261
-5.4,20,193.91126
-5.395,20,193.977288
4.415,30,194.073714
-5.52,26,194.158057
-5.4,20,194.226155
3.935,54,194.421299
-5.44,22,194.495711
3.53,74,194.744934
-6.54,77,194.994946
-5.495,25,195.0771
-5.18,9,195.112378
-5.665,34,195.222795
4.65,18,195.279339
4.21,40,195.416486
-5.79,40,195.545892
-5.8,40,195.675106
-5.435,22,195.746037
3.93,54,195.920511
4.39,31,196.025334
-5.425,22,196.094498
4.36,32,196.201988
3.985,51,196.374372
-5.385,20,196.441868
-5.825,42,196.577776
-5.635,32,196.689517
4.625,19,196.753534
4.13,44,196.898595
-5.46,23,196.973199
-6.23,62,197.411893
-5.32,16,197.480062
-5.49,25,197.581226
-5.45,23,197.66866
-6.34,67,197.933415
-5.43,22,198.010638
-5.605,31,198.122749
4.25,38,198.264496
4.295,36,198.393738
-5.61,31,198.505392
-5.225,12,198.546723
-5.41,21,198.624673
-6.11,56,198.831087
-5.63,32,198.952183
4.335,34,199.085195
-6.365,69,199.317245
4.325,34,199.43214
4.63,19,199.501075
-6.345,68,199.71892
-5.36,18,199.779655
-5.385,20,199.845654
4.11,45,199.991627
4.41,30,200.0862
-5.48,24,200.165158
-5.23,12,200.20582
-6.25,63,202.773209
4.59,21,202.847141
3.86,57,203.039779
3.67,67,203.264975
-5.43,22,203.339436
4.565,22,203.411704
-5.235,12,203.449302
-6.2,60,203.66569
4.48,26,203.752486
-5.455,23,203.831337
-5.465,24,203.908566
4.305,35,204.025229
-5.245,13,204.069563
-5.28,14,204.124803
-5.29,15,204.172836
4.51,25,204.253321
4.06,47,204.413041
-5.44,22,204.485817
-5.335,17,204.53978
-5.375,19,204.601686
-5.295,15,204.652302
-6.485,75,204.890704
-5.28,14,204.937448
3.71,65,205.145969
-5.42,21,205.214957
-5.475,24,205.297766
-5.385,20,205.362108
4.36,32,205.474234
3.905,55,205.650587
-5.525,27,205.74104
-5.475,24,205.820376
-5.385,20,205.887225
3.71,65,206.101209
-5.465,24,206.178956
4.535,24,206.257639
-6.27,64,206.465683
-5.36,18,206.53226
4.54,23,206.605407
4.44,28,206.695501
-5.605,31,206.794097
-5.46,23,206.867052
-5.365,19,206.926577
-5.5,25,207.005601
4.845,8,207.036379
4.44,28,207.147108
-5.265,14,207.209862
4.245,38,207.390388
4.87,7,207.432967
4.05,48,207.624259
4.87,7,207.653512
-5.24,12,207.698553
4.565,22,207.773987
3.675,67,207.996881
-5.52,26,208.096432
-5.44,22,208.194905
-6.435,72,208.479399
3.88,56,208.720495
4.555,23,208.801206
4.235,39,208.966992
3.73,64,209.208905
-5.805,41,209.344093
-5.47,24,209.423309
-5.885,45,209.585732
-6.195,60,209.803345
-5.145,8,209.831127
4.02,49,212.42264
-5.635,32,212.524512
-5.83,42,212.674017
-5.5,25,212.763115
3.775,62,212.972873
-6.11,56,213.160757
-5.335,17,213.215709
-6.435,72,213.445818
4.335,34,213.55463
3.695,66,213.218163
-5.235,12,213.25653
4.54,23,213.33512
4.65,18,213.402701
-6.345,68,213.640543
3.515,75,213.888541
-5.61,31,213.988338
3.93,54,214.176068
-6.265,64,214.388597
-5.2,10,214.422126
4.43,29,214.546974
-5.27,14,214.604783
-6.285,65,214.852525
-5.475,24,214.938979
4.275,37,215.061731
4.1,45,215.218632
3.955,53,215.390215
-5.255,13,215.440654
4.215,40,215.578082
4.31,35,215.696476
4.87,7,215.728595
-6.375,69,215.965647
-5.275,14,216.011415
4.405,30,216.120651
4.35,33,216.233147
-6.15,58,216.432105
-5.3,15,216.483977
4.545,23,216.55914
3.64,68,216.784406
4.485,26,216.870983
-5.425,22,216.946363
-5.315,16,216.998762
-6.305,66,217.205138
4.0,50,217.374697
4.275,37,217.491433
-5.53,27,217.578743
-5.51,26,217.659223
-5.64,32,217.762239
-5.52,26,217.843936
-5.46,23,217.918504
-5.535,27,218.006232
-5.365,19,218.067443
-5.655,33,218.171917
-5.43,22,218.240759
4.59,21,218.307073
-5.38,19,218.367007
4.85,8,218.394898
-5.455,23,218.467806
-5.84,42,218.604443
-5.47,24,218.68285
-5.8,40,221.16059
-5.66,33,221.280986
3.735,64,221.510926
4.605,20,221.577009
-5.36,18,221.634638
4.505,25,221.716875
-5.635,32,221.823774
-5.305,16,221.880444
4.3,35,221.994447
3.505,75,222.244397
4.26,37,222.358318
3.695,66,222.568223
-6.17,59,222.756833
4.525,24,222.831899
4.62,19,222.896297
4.31,35,223.008824
4.025,49,223.162983
4.52,24,223.237588
3.805,60,223.435862
4.545,23,223.506164
4.415,30,223.606475
-5.62,31,223.726897
-6.04,52,223.903551
4.41,30,223.997607
-6.16,58,224.187837
4.42,29,224.280443
3.77,62,224.476186
4.35,33,224.581174
-5.145,8,224.606145
4.535,24,224.683923
-6.23,62,224.885798
4.645,18,224.941685
3.7,65,225.156848
-5.655,33,225.261189
4.315,35,225.371083
-6.32,66,225.580942
-5.35,18,225.637268
3.565,72,225.870382
-5.63,32,225.988145
-5.635,32,226.089292
-6.195,60,226.285709
4.88,6,226.306916
-5.57,29,226.405401
4.87,7,226.429292
-5.505,26,226.51421
3.965,52,226.686245
-5.635,32,226.789923
-5.395,20,226.850915
4.48,26,226.939374
-5.17,9,226.967451
-5.615,31,227.076887
-6.29,65,227.289726
-5.48,24,227.365883
4.88,6,227.390895
4.24,38,227.513812
-5.145,8,227.540697
-6.34,67,227.75908
4.815,10,230.143849
3.74,63,230.354326
3.5,75,230.608357
-5.275,14,230.659262
4.4,30,230.757608
-5.4,20,230.820053
-5.5,25,230.901555
-5.61,31,231.004397
4.58,21,231.071296
-6.105,56,231.251561
4.875,7,231.27365
4.245,38,231.39627
4.265,37,231.520132
4.09,46,231.675924
-5.345,18,231.735389
4.195,41,231.876043
-5.51,26,231.958667
4.04,48,232.115495
4.61,20,232.181918
-5.225,12,232.224128
-6.21,61,232.424478
3.66,67,232.637724
4.555,23,232.711181
-5.77,39,232.84066
4.565,22,232.936591
-6.45,73,233.189616
-6.235,62,233.397048
4.865,7,233.420856
4.615,20,233.482659
4.225,39,233.60629
3.945,53,233.776646
-6.095,55,233.972113
-5.47,24,234.052036
-6.23,62,234.251622
4.485,26,234.337175
-5.265,14,234.382042
3.835,59,234.569794
-6.575,79,234.831893
3.615,70,235.063747
-5.7,35,235.181718
4.55,23,235.26237
-6.175,59,235.457164
4.87,7,235.482193
-5.44,22,235.55151
-6.455,73,235.787505
3.78,61,235.983947
-5.4,20,236.055116
-6.175,59,236.264075
4.265,37,236.406638
-5.47,24,236.482309
-6.39,70,236.70591
3.855,58,236.890008
-6.28,64,239.483584
-5.225,12,239.52054
-5.44,22,239.609143
-6.115,56,239.816628
-5.55,28,239.904527
-5.245,13,239.949597
-6.225,62,240.150332
4.495,26,240.234155
-5.405,21,240.302393
4.47,27,240.389868
4.565,22,240.461728
-5.42,21,240.528607
-5.885,45,240.674523
3.825,59,240.875345
4.08,46,241.026469
4.655,18,241.103338
-6.26,63,241.331989
-5.985,50,241.496244
4.54,23,241.572392
4.855,8,241.600663
-5.44,22,241.676922
-6.385,70,241.911587
4.295,36,242.031149
4.37,32,242.156852
-6.37,69,242.381007
-6.25,63,242.59082
4.22,39,242.714743
4.855,8,242.744488
-5.34,17,242.805513
4.835,9,242.836011
4.21,40,242.971565
-5.17,9,243.003283
-5.29,15,243.052323
-5.23,12,243.090975
4.555,23,243.165317
4.215,40,243.295172
4.885,6,243.316986
-5.37,19,243.38135
-5.51,26,243.463117
3.5,75,243.706204
-5.585,30,243.803234
3.925,54,243.974223
-5.64,32,244.082367
4.62,19,244.143638
3.535,74,244.411421
-6.46,73,244.656322
-5.82,41,244.788322
4.44,28,244.895315
-5.28,14,244.942868
4.235,39,245.076026
-5.435,22,245.161414
4.205,40,244.735971
-5.41,21,244.831419
3.64,68,245.096274
-5.52,26,245.181887
-6.085,55,245.371238
-5.45,23,245.447463
4.51,25,245.54249
-5.36,18,245.600162
4.555,23,245.673827
4.205,40,248.183368
4.38,31,248.289517
-5.495,25,248.390102
4.35,33,248.513051
-5.5,25,248.594058
3.765,62,248.797072
4.405,30,248.892997
4.565,22,248.964248
-6.335,67,249.182649
-5.675,34,249.291978
3.935,54,249.467897
4.59,21,249.53318
-5.2,10,249.5653
4.56,22,249.640546
-5.465,24,249.715223
4.405,30,249.811588
4.135,44,249.954677
4.49,26,250.039019
-5.46,23,250.122586
4.545,23,250.196818
-5.53,27,250.288103
-5.52,26,250.370801
-5.25,13,250.412336
-5.195,10,250.454984
-5.245,13,250.498813
4.365,32,250.616932
-5.265,14,250.673425
-5.575,29,250.785791
-5.315,16,250.851606
4.83,9,250.883187
4.58,21,250.957029
-5.405,21,251.045421
4.53,24,251.156734
-5.765,39,251.296819
4.05,48,251.513878
-6.16,58,251.775038
-5.68,34,251.910739
-6.12,56,252.121898
-5.62,31,252.241926
-5.14,7,252.268008
-6.27,64,252.490248
-6.325,67,252.738072
-5.255,13,252.782704
4.18,41,252.944934
4.86,7,252.979767
4.86,7,253.014654
4.865,7,253.047616
4.235,39,253.186676
-5.135,7,253.210807
-6.105,56,253.426558
-5.185,10,253.459439
-5.48,24,253.550841
-5.41,21,253.626746
-5.44,22,253.714924
4.86,7,253.740946
-5.36,18,253.803577
-5.305,16,253.874824
3.68,66,254.108347
-5.255,13,254.157491
-5.6,30,254.2881
-5.725,37,254.411137
-5.35,18,254.47032
-5.575,29,254.589715
4.445,28,254.701821
-5.28,14,254.75268
3.665,67,254.994174
4.54,23,255.080655
-5.275,14,255.150916
4.875,7,255.175237
-6.22,61,255.412621
-5.43,22,255.490488
4.51,25,255.57804
3.84,58,258.485991
4.39,31,258.592564
-5.275,14,258.641688
-5.64,32,258.791191
4.23,39,258.964607
3.775,62,259.17666
-5.35,18,259.236994
-5.42,21,259.303134
4.865,7,259.326401
-5.85,43,259.470903
-5.375,19,259.532555
4.565,22,259.609467
-6.31,66,259.825608
-5.265,14,259.870046
-5.495,25,259.953101
4.865,7,259.978226
4.21,40,260.113666
-5.475,24,260.193277
-5.35,18,260.255705
-6.245,63,260.459271
-5.375,19,260.518691
-5.455,23,260.592868
-5.51,26,260.676515
-5.17,9,260.707436
-5.42,21,260.774895
-5.38,19,260.839618
-6.22,61,261.037867
-5.355,18,261.095145
-5.61,31,261.202595
-5.525,27,261.286704
3.77,62,261.487013
-5.455,23,261.562273
3.95,53,261.737006
-5.28,14,261.784822
-6.13,57,261.963448
4.625,19,262.030799
-5.36,18,262.092076
-5.36,18,262.150083
-5.275,14,262.19765
3.925,54,262.382151
4.33,34,262.497706
4.89,6,262.516802
-5.28,14,262.563117
4.64,18,262.628557
4.195,41,262.760304
4.61,20,262.822551
-5.73,37,262.944131
4.18,41,263.077615
4.42,29,263.174486
3.69,66,263.384077
-6.255,63,263.582148
3.875,57,263.763281
-5.505,26,263.846411
-5.125,7,263.869114
-5.66,33,263.97674
-5.16,8,264.003663
-5.335,17,264.070776
-5.585,30,264.165872
-5.135,7,264.189117
-5.49,25,264.273866
-5.615,31,264.375111
-5.695,35,264.485502
-5.21,11,264.521589
4.49,26,264.616647
-5.515,26,264.704764
-6.14,57,264.890991
-5.275,14,264.9355
4.52,24,265.017372
-5.595,30,265.120699
4.435,29,267.573621
-5.445,23,267.652653
-5.73,37,267.772734
-6.44,72,268.009091
-5.545,28,268.105747
-5.805,41,268.233735
3.965,52,268.398338
-5.505,26,268.48265
-6.27,64,268.690795
4.13,44,268.839031
-5.325,17,268.88939
-5.575,29,268.988796
-5.33,17,269.047906
3.805,60,269.261546
4.575,22,269.334572
-5.41,21,269.406322
-5.495,25,269.485616
-5.305,16,269.538773
-5.24,12,269.57784
4.4,30,269.678015
4.21,40,269.8124
4.45,28,269.91713
4.855,8,269.942103
-5.42,21,270.011179
-5.76,38,270.134818
-5.47,24,270.211756
4.445,28,270.301836
-5.42,21,270.36911
-5.4,20,270.441745
4.88,6,270.463005
-6.285,65,270.668497
-5.285,15,270.715283
3.53,74,270.955338
3.87,57,271.142765
-6.27,64,271.34165
-6.4,70,271.605271
-5.29,15,271.656679
-5.505,26,271.739855
-5.455,23,271.813434
-6.305,66,272.030757
-5.285,15,272.078296
3.99,51,272.246961
-6.06,53,272.420763
-5.33,17,272.47473
-5.26,13,272.521317
3.92,54,272.694743
-5.775,39,272.817518
-5.635,32,272.924229
3.975,52,273.089686
4.585,21,273.162033
-6.565,79,273.418858
-5.175,9,273.450175
-5.395,20,273.513038
-5.44,22,273.588639
-5.39,20,273.654993
4.51,25,273.73677
4.53,24,273.824035
4.39,31,273.924164
-5.445,23,274.000583
-6.425,72,274.230815
4.38,31,276.832837
3.815,60,276.445657
-5.43,22,276.520925
-5.36,18,276.586047
-5.455,23,276.686478
-5.235,12,276.732636
4.525,24,276.814382
4.815,10,276.851285
-5.6,30,276.952873
-5.355,18,277.011525
4.4,30,277.113111
4.155,43,277.253483
-5.515,26,277.334947
-6.055,53,277.502793
-6.095,55,277.682444
-5.37,19,277.745185
-5.525,27,277.864758
-5.475,24,277.941614
4.16,42,278.078914
-5.435,22,278.147609
-5.435,22,278.216925
3.755,63,278.438246
4.595,21,278.505322
-5.375,19,278.570138
-6.245,63,278.782362
-5.56,28,278.876501
-5.84,42,279.021569
4.56,22,279.092844
4.035,49,279.246492
-5.15,8,279.271196
4.585,21,279.339305
-6.29,65,279.55636
3.54,73,279.786634
-5.48,24,279.863464
-5.48,24,279.942778
-5.25,13,279.983279
-6.245,63,280.214647
-5.25,13,280.293806
4.415,30,280.415435
-5.295,15,280.477053
3.615,70,280.717695
-6.21,61,280.92616
-5.215,11,280.970262
-5.295,15,281.02674
-5.21,11,281.065605
4.28,36,281.182079
4.82,9,281.213782
4.265,37,281.327987
4.575,22,281.399442
-6.09,55,281.580753
-6.31,66,281.788621
-5.445,23,281.865417
-5.44,22,281.941083
4.36,32,282.045902
4.325,34,282.157113
-6.255,63,282.363947
-6.27,64,282.581566
-6.31,66,282.795691
-5.665,34,282.904118
-5.37,19,282.965022
-5.28,14,283.00841
4.565,22,283.078415
-5.41,21,285.467381
-5.65,33,285.583733
4.365,32,285.696761
-5.135,7,285.721165
4.16,42,285.858012
4.44,28,285.952409
-5.495,25,286.031003
-5.505,26,286.118508
-5.12,6,286.141057
4.45,28,286.230418
-5.48,24,286.307611
3.635,69,286.548572
-5.435,22,286.618071
-5.61,31,286.716668
-5.42,21,286.785351
-6.48,74,287.036911
-5.62,31,287.142042
-5.335,17,287.199984
-6.26,63,287.410913
4.365,32,287.510971
4.645,18,287.572445
4.445,28,287.67142
4.395,31,287.77485
4.6,20,287.840311
-5.38,19,287.905318
3.72,64,288.113528
3.59,71,288.345613
4.2,40,288.47459
4.105,45,288.621841
-5.26,13,288.677517
-5.315,16,288.728665
-5.425,22,288.797954
4.42,29,288.896045
-5.355,18,288.955169
-5.645,33,289.075617
4.865,7,289.100346
-5.32,16,289.152916
-6.175,59,289.353017
-6.47,74,289.600756
-5.255,13,289.643389
-6.39,70,289.868812
-6.355,68,290.084042
-6.5,75,290.319451
3.79,61,290.510729
4.21,40,290.638118
4.54,23,290.718143
4.505,25,290.795271
3.97,52,291.005789
-5.985,50,291.163775
4.525,24,291.246178
-5.435,22,291.314463
-5.4,20,291.37782
-5.535,27,291.467165
3.85,58,291.675745
-5.46,23,291.750498
-5.815,41,291.885282
4.865,7,291.910056
-5.655,33,292.011483
-5.46,23,292.088173
3.67,67,294.603259
-5.425,22,294.680224
-5.48,24,294.757445
-6.405,71,294.984243
-6.31,66,295.197969
-5.42,21,295.270241
-6.495,75,295.516644
-5.48,24,295.593896
3.965,52,295.759102
3.79,61,295.966499
4.39,31,296.066501
-5.355,18,296.125902
-5.555,28,296.247824
-5.195,10,296.286093
-5.555,28,296.379595
3.785,61,296.575076
-5.58,29,296.672487
4.88,6,296.693959
-5.24,12,296.734481
3.68,66,296.949798
-5.595,30,297.050788
-5.245,13,297.093111
-5.495,25,297.184551
4.58,21,297.26308
-6.09,55,297.449331
4.385,31,297.556265
4.865,7,297.578831
-5.435,22,297.65263
4.615,20,297.716293
4.085,46,297.867913
4.32,34,297.975443
4.6,20,298.043873
4.535,24,298.122729
3.9,55,298.304645
4.615,20,298.374441
4.57,22,298.447906
3.79,61,298.67364
-5.185,10,298.708472
4.425,29,298.801276
3.72,64,299.011025
4.62,19,299.074263
3.71,65,299.283589
4.56,22,299.356444
-6.315,66,299.572432
4.635,19,299.635182
-5.46,23,299.708724
-5.365,19,299.769358
4.465,27,299.857227
4.43,29,299.947953
4.39,31,300.052496
-6.12,56,300.227929
-5.43,22,300.299854
4.495,26,300.383288
-5.415,21,300.449807
-5.345,18,300.510012
-5.62,31,300.61388
-5.42,21,300.682677
4.475,27,300.775545
4.585,21,300.855114
3.51,75,301.110048
4.615,20,301.175457
3.635,69,303.743296
3.9,55,303.920078
4.53,24,303.995952
4.61,20,304.064543
-5.43,22,304.136783
-5.49,25,304.221319
-5.66,33,304.337127
3.78,61,304.532553
4.82,9,304.56443
-6.455,73,304.788102
-5.405,21,304.853812
-5.425,22,304.922332
4.47,27,305.013969
-5.33,17,305.067847
-5.155,8,305.097795
-5.32,16,305.153506
-5.39,20,305.228396
4.365,32,305.326849
4.61,20,305.399136
-5.695,35,305.530973
4.58,21,305.601651
4.875,7,305.626214
-5.575,29,305.720701
-5.44,22,305.795338
4.355,33,305.906792
4.44,28,306.019781
4.865,7,306.048947
-6.135,57,306.26912
-5.265,14,306.325296
-5.32,16,306.377604
-5.26,13,306.422843
4.36,32,306.543345
-5.315,16,306.596022
-5.715,36,306.719639
-5.45,23,306.818741
4.57,22,306.90101
-5.16,8,306.936949
-5.63,32,307.05208
4.08,46,307.227519
4.51,25,307.322777
-5.22,11,307.359269
-5.35,18,307.421426
-6.215,61,307.63028
-5.155,8,307.656191
4.25,38,307.806466
3.97,52,307.977086
-5.44,22,308.049011
-5.43,22,308.126343
-5.62,31,308.227534
-5.56,28,308.318533
4.88,6,308.340133
-5.565,29,308.432407
-5.285,15,308.486182
-5.505,26,307.980618
-5.82,41,308.113329
4.6,20,308.175785
4.385,31,308.275615
-5.4,20,308.347264
-5.385,20,308.409273
4.84,8,308.436035
-5.87,44,308.577572
4.61,20,308.641166
4.615,20,308.705362
-5.17,9,308.73347
4.6,20,308.810696
4.63,19,308.871544
4.445,28,308.963229
-6.495,75,309.208072
-6.355,68,309.432672
-6.13,57,309.638648
4.865,7,309.660813
-5.33,17,309.712393
3.985,51,309.880198
4.365,32,309.990978
4.59,21,310.092932
-5.885,45,313.014181
-5.52,26,313.10111
4.565,22,313.198987
-5.565,29,313.311918
4.09,46,313.469883
4.88,6,313.492637
-5.29,15,313.546678
4.32,34,313.666694
-5.615,31,313.763695
3.665,67,313.987356
4.38,31,314.100122
-6.375,69,314.330465
4.55,23,314.407687
-5.415,21,314.48303
-5.465,24,314.569775
-5.83,42,314.710827
-5.545,28,314.800893
4.6,20,314.879725
-5.51,26,314.96831
-5.4,20,315.03174
4.24,38,315.156308
4.13,44,315.303515
-5.67,34,315.421732
4.52,24,315.49791
-6.545,78,315.773491
-5.435,22,315.8782
-5.36,18,315.939227
-5.305,16,315.989602
-5.4,20,316.054243
4.57,22,316.123239
4.435,29,316.217573
-5.635,32,316.320487
-5.3,15,316.37712
-5.31,16,316.443645
3.91,55,316.619779
-5.305,16,316.67134
-5.455,23,316.743294
-5.295,15,316.794793
-5.24,12,316.833343
-5.33,17,316.887143
3.615,70,317.149315
-5.995,50,317.330776
4.415,30,317.430882
4.575,22,317.500008
-5.5,25,317.580377
-5.61,31,317.677526
-5.2,10,317.710433
-5.215,11,317.749318
-5.25,13,317.794632
-5.595,30,317.897993
-5.285,15,317.943809
-5.295,15,317.993504
-5.19,10,318.026113
4.535,24,318.112113
4.36,32,318.223197
-5.155,8,318.253363
3.95,53,318.440036
-5.485,25,318.527873
4.605,20,318.605264
-5.365,19,318.683173
4.535,24,318.799907
-5.815,41,318.969162
4.56,22,319.069139
-6.15,58,319.280753
-5.8,40,319.433574
-5.715,36,319.557586
-6.22,61,319.777079
-5.405,21,319.854565
-5.435,22,319.928239
4.29,36,320.05253
-6.47,74,322.723674
-5.72,36,322.839989
4.845,8,322.868982
4.265,37,322.98922
-5.41,21,323.06268
-5.525,27,323.146495
-0.655,33,323.256884
-6.245,63,323.480285
-5.3,15,323.535869
-5.88,44,323.680484
-5.935,47,323.847863
3.83,59,324.03353
-5.495,25,324.113829
-5.925,47,324.264738
3.7,65,324.480246
3.395,81,324.740699
4.16,42,324.888202
-5.69,35,325.001971
3.795,61,325.202821
-5.585,30,325.298173
-5.505,26,325.385132
4.87,7,325.408131
-5.7,35,325.521384
-5.24,12,325.562922
3.655,68,325.823911
-5.255,13,325.869011
3.735,64,326.071269
4.53,24,326.149444
4.425,29,326.2454
-5.215,11,326.282829
-5.48,24,326.359192
-5.61,31,326.467211
-5.335,17,326.522477
3.72,64,326.730099
-5.5,25,326.820211
3.61,70,327.095465
-5.505,26,327.180188
4.145,43,327.322912
-5.425,22,327.393972
-5.225,12,327.436409
4.415,30,327.538605
4.235,39,327.663077
-5.415,21,327.730475
-5.48,24,327.810517
4.125,44,327.966772
4.88,6,327.999352
-5.395,20,328.074811
-5.245,13,328.117572
3.83,59,328.30654
-5.385,20,328.375489
-6.295,65,328.580259
-5.495,25,328.671358
3.99,51,328.83554
-5.415,21,328.904734
-5.32,16,328.958539
4.515,25,329.037642
-5.3,15,329.091227
-5.41,21,329.162656
-5.515,26,329.252377
4.275,37,329.368529
-5.365,19,329.430215
-5.56,28,331.865583
4.23,39,332.003363
-5.375,19,332.064873
3.915,55,332.255366
4.555,23,332.327562
